Brand & Model + Spec,Unit Price,Seller
"CRUCIAL  V-14, LENOVO V-14 CORE I3-11TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 31500,""""
"HP FR 4000-TU CORE I5, HP FR 4000-TU CORE I5-11TH Gen - 8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop /15.6 Inch/ Natural Silver, 1.69 Kg, With MS Office",Rs. 49900,""""
"Dell Inspiron 7420 2-in-1, Dell Inspiron 7420 2-in-1 Laptop, 14 FHD Touch Display, 12th Gen Intel Core i5-1235U, 16GB DDR4 RAM, 512GB PCIe SSD, FHD Webcam, HDMI, Backlit KB, FP Reader, Wi-Fi 6, Windows 11 Home, Silver",Rs. 85000,""""
"HP FQ-5111 TU Core i5, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,""""
"LENOVO V-14 CORE I3, LENOVO V-14 CORE I3-11TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY(Inclusive of all taxes)",Rs. 31500,""""
"Dell Inspiron 5320 Intel Core i5, Dell Inspiron 5320 Intel Core i5 12th Gen (13.3 inch, 16GB, 512GB, Windows 11 Home, MS Office 2021, Intel UMA, QHD Display, Platinum Silver)",Rs. 75900,AVS Infomedia6397301845
"Lenovo  ThinkPad E15, Intel Core i3 12th Gen Laptop (8GB RAM/512GB SSD/Windows 11 Home",Rs. 78379,Mashiva Tech.9990666322
"ASUS TUF Gaming A15, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,AVS Infomedia6397301845
"Lenovo ThinkPad E14 Gen 4, Lenovo ThinkPad E14 Gen 4 (Intel) 14 FHD i5 12th Gen 8GB 512 GB SSD Backlit Keyboard DOS with 3 Years Onsite Warranty (Inclusive of all taxes)",Rs. 66000,""""
"HP Victus, Ryzen 7 6800H 16.1-inch(40.9 cm) FHD Gaming Laptop (16GB RAM/512GB SSD/144 Hz/GeForce RTX 3050Ti 4GB Graphics/B",Rs. 94990,Mashiva Tech.9990666322
"LENOVO V-14 CORE I3, LENOVO V-14 CORE I3-11TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 31500,AVS Infomedia6397301845
"HP 240-G8-{ Dos } Intel Core-i5, HP 240-G8-{ Dos } Intel Core-i5 11th G/8GB RAM/512GB SSD, TAX PAID",Rs. 46900,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Space Grey",Rs. 106990,Mashiva Tech.9990666322
"Hp Pavilion X360, 11Th Gen Intel Core I3 14 Inches Fhd Multitouch 2-in-1 Laptop(8Gb Ram/512Gb Ssd/B",Rs. 63362,""""
"Lenovo IdeaPad Slim 3, Intel Core i5 11th Gen Laptop (16GB/512GB SSD/Win 11/Office 2021",Rs. 54990,""""
"LENOVO V14, LENOVO V-14 CORE I3-11TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 31000,AVS Infomedia6397301845
"HP FQ-5111 TU, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,""""
"Dell XPS 9315, 2in1 Laptop, i5-1230U, 16GB LP DDR4, 512GB SSD, Win 11  MSO21",Rs. 129999,Mashiva Tech.9990666322
"Lenovo IdeaPad Gaming 3, Intel Core i5 12th Gen  Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021",Rs. 72990,""""
"Lenovo ThinkPad E14 Gen 4, Lenovo ThinkPad E14 Gen 4 (Intel) 14 FHD i5 12th Gen 8GB 512 GB SSD Backlit Keyboard DOS with 3 Years Onsite Warranty (Inclusive of all taxes)",Rs. 66000,AVS Infomedia6397301845
"Dell Inspiron 5320 Intel Core i5, Dell Inspiron 5320 Intel Core i5 12th Gen (13.3 inch, 16GB, 512GB, Windows 11 Home, MS Office 2021, Intel UMA, QHD Display, Platinum Silver)",Rs. 75900,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Space Grey",Rs. 106990,Mashiva Tech.9990666322
"Dell Vostro 3420, Laptop,12th Gen Intel Core i5-1235U, 8GB",Rs. 54490,""""
"ASUS TUF Gaming A15, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,AVS Infomedia6397301845
"DELL Inspiron 3511 CORE I3-11H, Dell New Inspiron 3511 Laptop,11th Gen Intel Core I3-1115G4, Windows 11 MSO21, 8Gb, 512Gb SSD, 15.6 Inch (39.62Cms) FHD WVA Ag, Platinum Silver (D560749Win9S, 1.8Kgs)",Rs. 38000,""""
"HP Omen, AMD Ryzen 7-6800H 16.1 inch(40.9cm) FHD Gaming Laptop (16GB RAM/512GB SSD/8GB AMD Radeon RX 6650M 8GB Graphics/144Hz/7ms Response Time/Win 11/MSO 2021/Backlit KB/B",Rs. 103190,Mashiva Tech.9990666322
"Lenovo Legion5Pro, Intel Core i7 11thGen Gaming Laptop(16GB/1TB SSD/RTX 3060 6GB Graphics/165Hz/Windows 11/MS Office",Rs. 124990,""""
"HP FQ-5111 TU Core i5, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,AVS Infomedia6397301845
"HP FIRE FLY, PART NUMB- {6V1U5PA#ACJ}
i7
1255U 32GB (2x16GB) DDR5 4800
1TB PCIe NVMe
T550
Win 11 Pro DG Win 10 Pro",Rs. 140500,""""
"LENOVO V14, LENOVO V-14 CORE I3-11TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 31500,""""
"HP 240 G8, HP 240-G8-{ Dos } Intel Core-i5 11th G/8GB RAM/512GB SSD, TAX PAID..",Rs. 46900,""""
"HP  FR 4000 TU, HP FR 4000-TU CORE I5-11TH Gen - 8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop /15.6 Inch/ Natural Silver, 1.69 Kg, With MS Office",Rs. 49900,""""
"Apple  MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight",Rs. 119900,Mashiva Tech.9990666322
"Lenovo Legion 5 Pro, AMD Ryzen 7 Gaming Laptop(16GB/1TB SSD/RTX 3060 6GB GDDR6 Graphics/165Hz/Windows 11/Office 2021",Rs. 126691,""""
"Apple 2020 MacBook Air, Apple 2020 MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey?(Inclusive of all taxes)",Rs. 77500,AVS Infomedia6397301845
"Lenovo ThinkPad E14, Lenovo ThinkPad E14 Gen 4 (Intel) 14 FHD i5 12th Gen 8GB 512 GB SSD Backlit Keyboard DOS with 3 Years Onsite Warranty (Inclusive of all taxes)",Rs. 66000,""""
"HP Pavilion x360, 13th Gen Intel Core i5-1335U 14 inch(35.6cm) FHD IPS Laptop (16GB RAM/1TB SSD/Intel Iris Xe Graphics/5MP Camera with TNR/Backlit/B",Rs. 82100,Mashiva Tech.9990666322
"Dell Inspiron 3501, (15.6 inches) FHD Display Laptop (Intel 11th Gen i5-1135G7/ 8GB / 1TB   256GB SSD/NVIDIA MX330 2GB Graphics/Windows 10   MSO/Soft Mint Color) D560439WIN9S, 1.83kg",Rs. 68500,""""
"Dell Inspiron 5320 Core i5, Dell Inspiron 5320 Intel Core i5 12th Gen (13.3 inch, 16GB, 512GB, Windows 11 Home, MS Office 2021, Intel UMA, QHD Display, Platinum Silver)",Rs. 75900,AVS Infomedia6397301845
"ASUS TUF Gaming A15 Ryzen 7 4800H, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,""""
"DELL 3511 CORE I3-11H, Dell New Inspiron 3511 Laptop,11th Gen Intel Core I3-1115G4, Windows 11   MSO21, 8Gb, 512Gb SSD, 15.6 Inch (39.62Cms) FHD WVA Ag, Platinum Silver (D560749Win9S, 1.8Kgs)",Rs. 38000,""""
"HP FQ-5111 TU Core i5, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight",Rs. 119900,Mashiva Tech.9990666322
"HP Pavilion 15, AMD Ryzen 5-5625U, 16GB RAM/512GB SSD 15.6inch(39.6 cm) IPS Micro-Edge Touch Display/Radeon Graphics/Backlit Kb/Windows 11 Home/Alexa/B",Rs. 60990,""""
"Dell Inspiron 3520, Laptop,12th Gen Intel Core i5 Windows 11   MSO21, 8GB, 1TB HDD  256GB SSD,",Rs. 60490,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H",Rs. 77990,""""
"HP  Pavilion Plus, 12th Gen Intel Core i7 16GB RAM/1TB SSD 14 inch(35.6 cm)Creator Laptop with OLED,UWVA,Eye Safe Laptop/Intel Iris Xe Graphics/Backlit KB/B",Rs. 93730,Panacea Innovative Technologies9990666334
"HP FR 4000-TU CORE I5, HP FR 4000-TU CORE I5-11TH Gen - 8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop /15.6 Inch/ Natural Silver, 1.69 Kg, With MS Office(Inclusive of all taxes)",Rs. 49900,AVS Infomedia6397301845
"Lenovo ThinkPad E14, Lenovo ThinkPad E14 Gen 4 (Intel) 14 FHD i5 12th Gen 8GB 512 GB SSD Backlit Keyboard DOS with 3 Years Onsite Warranty	(Inclusive of all taxes)",Rs. 66000,""""
"Apple 2020 MacBook Air, Apple 2020 MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey?(Inclusive of all taxes)",Rs. 77500,""""
"Dell Inspiron 7420 2-in-1, Dell Inspiron 7420 2-in-1 Laptop, 14 FHD Touch Display, 12th Gen Intel Core i5-1235U, 16GB DDR4 RAM, 512GB PCIe SSD, FHD Webcam, HDMI, Backlit KB, FP Reader, Wi-Fi 6, Windows 11 Home, Silver",Rs. 85000,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Starlight",Rs. 106990,Mashiva Tech.9990666322
"HP Pavilion 15, 12Th Gen Intel Core I5 16Gb Sdram/512Gb Ssd 15.6 Inches Fhd,IPS,Anti-Glare,Eyesafe Display/Alexa/Backlit Kb/Fpr/Windows 11 Home/Mso 2021/1.75Kg, 15-Eg2035Tu, Fog Blue",Rs. 83710,""""
"Dell Inspiron 7420, Laptop (35.56 cms)  Windows 11, MS Office 2021  Intel i3-1215U  8GB Memory, 512GB SSD",Rs. 81796,""""
"Lenovo IdeaPad Slim 5, 12th Gen Intel Core i5 (16GB/512GB SDD/Windows 11/Office 2021",Rs. 66990,""""
"HP  Omen, 12th Gen Intel Core i7-12800HX 17.3 inch(43.9cm) QHD Gaming Laptop(32GB RAM/1TB SSD/RTX 3070Ti 8GB Graphics/165Hz/3ms Response Time/Win 11/MSO 2021/Backlit KB/B",Rs. 199975,Panacea Innovative Technologies9990666334
"HP FQ-5111 TU Core i5, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,AVS Infomedia6397301845
"LENOVO V-15 CORE I3-12TH, LENOVO V-15 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 15.6 /DOS / 1 YEAR WARRANTY",Rs. 32900,""""
"HP  14s, 5th Gen AMD Ryzen 3-8GB RAM/512GB SSD 14 inches(35cm) Laptop, FHD IPS Micro-Edge Display/Backlit Keyboard/Alexa/Windows 11/Fast Charge/Radeon Graphics/1.46Kg/Natural Silver -14s-fq1089AU",Rs. 38977,Panacea Innovative Technologies9990666334
"LENOVO V14, LENOVO V-14 CORE I5-11TH / 8GB RAM /NVME -512GB /LED 14.1/DOS / 1 YEAR WARRANTY",Rs. 42500,AVS Infomedia6397301845
"ASUS TUF Gaming A15, Ryzen 7 6800H, 4GB RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Win 11/with Office",Rs. 81990,Mashiva Tech.9990666322
"Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",Rs. 94999,""""
"ASUS TUF Gaming A15 Ryzen 7 4800H, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,AVS Infomedia6397301845
"DELL 3511 CORE I3-11H, DELL 3511 CORE I3-11TH	 /8GB RAM /SSD 512GB /LED 15.6 /WIN OFFICE/ BLACK",Rs. 38000,""""
"ASUS  ZenBook Duo 14, Laptop, 14-inch (35.56 cm) FHD, Intel Core i5-1155G7 11th Gen, (8GB/512GB SSD/Windows 11/Office 2021",Rs. 122990,Mashiva Tech.9990666322
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Silver",Rs. 106990,""""
"HP Pavilion 14, 12th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Touch Laptop/Intel UHD Graphics/B",Rs. 67997,""""
"Dell Inspiron 3520, Laptop,12th Gen Intel Core i5-1235U, Windows 11   MSO21, 8GB, 1TB HDD  256GB SSD,",Rs. 60490,""""
"Lenovo IdeaPad Gaming 3, Intel Core i5 12th Gen  Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021",Rs. 74990,""""
"HP  Victus Gaming, Laptop AMD Ryzen 5 5600H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050 4GB Graphics/144Hz/9ms Response time/Backlit KB/B",Rs. 67977,Panacea Innovative Technologies9990666334
"HP FQ-5111 TU Core i5, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,AVS Infomedia6397301845
"HP FR 4000-TU CORE I5, HP FR 4000-TU CORE I5-11TH Gen - 8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop /15.6 Inch/ Natural Silver, 1.69 Kg, With MS Office",Rs. 49900,""""
"Lenovo ThinkPad E14 Gen 4, Lenovo ThinkPad E14 Gen 4 (Intel) 14 FHD i5 12th Gen 8GB 512 GB SSD Backlit Keyboard DOS with 3 Years Onsite Warranty",Rs. 66000,""""
"Apple 2020 MacBook Air Laptop M1 chip, Apple 2020 MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey",Rs. 77500,""""
"Dell Inspiron 7420 2-in-1 Laptop, Dell Inspiron 7420 2-in-1 Laptop, 14 FHD Touch Display, 12th Gen Intel Core i5-1235U, 16GB DDR4 RAM, 512GB PCIe SSD, FHD Webcam, HDMI, Backlit KB, FP Reader, Wi-Fi 6, Windows 11 Home, Silver",Rs. 85000,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 84490,Mashiva Tech.9990666322
"HP 15s, 11th Gen Intel Core i3-1115G4 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/MS Office 2021/1.69 Kg, 15s-fq2673TU",Rs. 40990,""""
"Dell  G15 5520, Gaming Laptop, Intel i7-12700H, Win 11   MS Office 21, 16GB DDR5, 512GB SSD, NVIDIA RTX 3060 (6GB GDDR6)",Rs. 117500,""""
"Lenovo Legion 5, AMD Ryzen 7 Gaming Laptop (16GB/1TB SSD/6GB NVIDIA RTX 3060/165Hz/Windows 11/Office 2021",Rs. 131990,""""
"LENOVO V15 NOTEBOOK, I3 12TH GEN, 8GB RAM, 512GB SSD, WINDOWS 11 PRO",Rs. 45164,Panacea Innovative Technologies9990666334
"HP FQ 5111 TU, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,AVS Infomedia6397301845
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight",Rs. 149900,Mashiva Tech.9990666322
"Dell XPS 9300, 13.3-inch (33.78 cms) FHD Laptop (10th Gen Core i5-1035G1/8GB/512GB SSD/Windows 10 Home Plus",Rs. 141500,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H",Rs. 67990,""""
"LENOVO V-15 CORE I3-12TH, LENOVO V-15 CORE I3-12TH / 8GB RAM /NVME -512GB /LED 15.6 /DOS / 1 YEAR WARRANTY",Rs. 32900,AVS Infomedia6397301845
"Asus VivoBook 15 EJ502WS, Asus VivoBook 15 EJ502WS Laptop (12th Gen Intel Core i5-1240P/8GB/512GB SDD/Intel Iris Xe Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",Rs. 48900,""""
"ASUS TUF Gaming A15 Ryzen 7 4800H, ASUS TUF Gaming A15, 15.6 Inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W",Rs. 67000,""""
"DELL 3511 CORE I3-11H, CORE I3-11H /8GB RAM /SSD 512GB /LED 15.6 /WIN OFFICE/ BLACK",Rs. 38000,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 84490,Mashiva Tech.9990666322
"HP Omen, AMD Ryzen 5-5600H 16.1-inch(40.9 cm) Micro-Edge, IPS, Anti-Glare, Fhd Gaming Laptop (8Gb RAM/512 GB SSD/144 Hz/Geforce GTX 1650 Graphics/Alexa/Windows 11/Ms Office),16-C0136Ax",Rs. 74490,""""
"HP FQ-5111 TU Core i5, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,AVS Infomedia6397301845
"HP FR 4000-TU CORE I5-11TH Gen, HP FR 4000-TU CORE I5-11TH Gen - 8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop /15.6 Inch/ Natural Silver, 1.69 Kg, With MS Office",Rs. 49900,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",Rs. 82900,Mashiva Tech.9990666322
"Dell Inspiron 3520, Laptop,12th Gen Intel Core i5 Windows 11   MSO21, 8GB, 1TB HDD  256GB SSD,",Rs. 60490,""""
"Lenovo V15, Intel Celeron N4500 Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN",Rs. 23390,""""
"Lenovo ThinkPad E14 Gen 4, Lenovo ThinkPad E14 Gen 4 (Intel) 14 FHD i5 12th Gen 8GB 512 GB SSD Backlit Keyboard DOS with 3 Years Onsite Warranty",Rs. 66000,AVS Infomedia6397301845
"Apple 2020 MacBook Air Laptop M1 chip, Apple 2020 MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey",Rs. 77500,""""
"Dell Newest Inspiron 7420 2-in-1 Laptop, Dell Newest Inspiron 7420 2-in-1 Laptop, 14 FHD Touch Display, 12th Gen Intel Core i5-1235U, 16GB DDR4 RAM, 512GB PCIe SSD, FHD Webcam, HDMI, Backlit KB, FP Reader, Wi-Fi 6, Windows 11 Home, Silver",Rs. 85000,""""
"ASUS TUF GAMING 15	FX577ZE-HN072WS I7, ASUS WINDOWS 11 INTEL TUF GAMING F15 FX577ZE-HN072WS I7 12700H/ RTX3050TI- 4GB/ 8G 8G/ 1T SSD/ 15.6 FHD-144HZ/ BACKLIT KB- 1 ZONE RGB/ 90WHR/ WIN 11/ OFFICE H",Rs. 109990,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Space Grey",Rs. 106990,Mashiva Tech.9990666322
"HP Pavilion 14, 12th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Touch Laptop/Intel UHD Graphics/B",Rs. 67997,""""
"Dell Inspiron 3501, (15.6 inches) FHD Display Laptop (Intel 11th Gen i5-1135G7/ 8GB / 1TB   256GB SSD/NVIDIA MX330 2GB Graphics/Windows 10   MSO/Soft Mint Color) D560439WIN9S, 1.83kg",Rs. 68500,""""
"Lenovo E41-55, Laptop (AMD Athlon Pro 3045B/ 4GB RAM/ 1TB HDD/DOS/AMD Radeon Graphics/ 14 Inches/ 1 Year Warranty) Black",Rs. 89765,""""
"MSI  Katana 15, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 3050, GDDR6 6GB/Black/2.25Kg), B12UDXK-1004IN",Rs. 91977,Panacea Innovative Technologies9990666334
"DELL 3511, CORE I3-11H /8GB RAM /SSD 512GB /LED 15.6 /WIN OFFICE/ BLACK",Rs. 38000,AVS Infomedia6397301845
"HP FQ 5111 TU, HP FQ-5111 TU Core i5 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Alexa/Dual Speakers/Win 11/MSO 2021/ TAX INCLUDED",Rs. 53500,AVS Infomedia6397301845
"HP FR 4000 TU, CORE I5-11TH  Gen - 8 GB/512 GB SSD/Windows 11 Home)  Thin and Light Laptop /15.6 Inch/ Natural Silver, 1.69 Kg, With MS Office",Rs. 49900,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight",Rs. 149900,Mashiva Tech.9990666322
"HP 15s, AMD Ryzen 3-5300U 15.6inch(39.6cm) FHD Laptop (8GB RAM/512GB SSD, Micro-Edge, Anti-Glare Display/Radeon Graphics/Windows 11 Home/Alexa/Dual Speakers/Ms Office/1.69Kg, 15s-Eq2143au)",Rs. 37610,""""
"Dell Inspiron 3520, Laptop,12th Gen Intel Core i5-1235U, Windows 11   MSO21, 8GB, 1TB HDD  256GB SSD,",Rs. 60490,""""
"Lenovo IdeaPad Slim 3, Intel Core i5 12th Gen Laptop (16GB/512GB SSD/Windows 11/Office 2021/",Rs. 58990,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Space Grey",Rs. 106990,""""
"HP Omen, AMD Ryzen 7-6800H 16.1 inch(40.9cm) FHD Gaming Laptop (16GB RAM/512GB SSD/8GB AMD Radeon RX 6650M 8GB Graphics/144Hz/7ms Response Time/Win 11/MSO 2021/Backlit KB/B",Rs. 103190,""""
"Dell G15-5520, Intel i9-12900H, 16GB DDR5, 1TB SSD, NVIDIA RTX 3060 (6GB GDDR6)Windows 11  MSO21",Rs. 138990,""""
"Lenovo IdeaPad Slim 5, Intel Core i5 11th Gen Laptop (16GB/512GB SSD/Windows 11/Office 2021/",Rs. 59990,""""
"ASUS  Vivobook Pro 15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 5 5600H, Thin",Rs. 65974,Panacea Innovative Technologies9990666334
"Apple 2020 MacBook Air Laptop M1 chip, Apple 2020 MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey",Rs. 77000,AVS Infomedia6397301845
"Dell Newest Inspiron 7420 2-in-1 Laptop, Dell Newest Inspiron 7420 2-in-1 Laptop, 14 FHD  Touch Display, 12th Gen Intel Core i5-1235U, 16GB DDR4 RAM, 512GB PCIe SSD, FHD Webcam, HDMI, Backlit KB, FP Reader, Wi-Fi 6, Windows 11 Home, Silver",Rs. 85000,""""
